"Type","Environment","ResourceGroup","SubscriptionId","Section","Status","Passed","Total","Percent","Message","SubItem"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","API Management suspicious usage"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","API Management suspicious usage"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","API Management suspicious usage"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Phishing email received by executive"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Phishing email received by executive"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Phishing email received by executive"
"check","law-dev","","","Analytics","WARNING","0","0","0","Doesn't generate incidents. Alerts aren't visible in the Defender portal - they appear in SecurityAlerts table in Advanced Hunting","Kubernetes privilege escalation"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Kubernetes privilege escalation"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Kubernetes privilege escalation"
"check","law-dev","","","Analytics","INFORMATIONAL","0","0","0","Rule is disabled. It will remain disabled after onboarding","Cross-site scripting detected"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Cross-site scripting detected"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Cross-site scripting detected"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Cross-site scripting detected"
"check","law-dev","","","Analytics","INFORMATIONAL","0","0","0","Rule is disabled. It will remain disabled after onboarding","Suspicious PowerShell execution"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Suspicious PowerShell execution"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Suspicious PowerShell execution"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Suspicious PowerShell execution"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Suspicious Azure resource deployment"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Suspicious Azure resource deployment"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Suspicious Azure resource deployment"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Impossible travel activity"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Impossible travel activity"
"check","law-dev","","","Analytics","WARNING","0","0","0","Alert grouping enabled. After onboarding, Defender XDR engine fully controls grouping and merging","Impossible travel activity"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Tor exit node communication"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Tor exit node communication"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Tor exit node communication"
"check","law-dev","","","Analytics","WARNING","0","0","0","Doesn't generate incidents. Alerts aren't visible in the Defender portal - they appear in SecurityAlerts table in Advanced Hunting","Azure AD role assignment change"
"check","law-dev","","","Analytics","WARNING","0","0","0","Incident reopening enabled. Not supported in Defender portal - new incidents are created instead","Azure AD role assignment change"
"check","law-dev","","","Analytics","WARNING","0","0","0","Alert grouping enabled. After onboarding, Defender XDR engine fully controls grouping and merging","Azure AD role assignment change"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Unusual VM deployment pattern"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Unusual VM deployment pattern"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Unusual VM deployment pattern"
"check","law-dev","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Conditional Access policy modification"
"check","law-dev","","","Analytics","OK","0","0","0","No incident reopening","Conditional Access policy modification"
"check","law-dev","","","Analytics","OK","0","0","0","No custom alert grouping","Conditional Access policy modification"
"score","law-dev","","","Analytics","","99","124","79.84","",""
"check","law-dev","","","Automation","OK","0","0","0","Configured correctly","Add affected assets tag"
"check","law-dev","","","Automation","OK","0","0","0","Configured correctly","Notify compliance team"
"check","law-dev","","","Automation","WARNING","0","0","0","Uses Description field as condition. Field removed from SecurityIncident after onboarding","Assign to regional SOC"
"check","law-dev","","","Automation","WARNING","0","0","0","Change trigger from Incident Title to Analytics Rule Name","Post to Teams channel"
"check","law-dev","","","Automation","WARNING","0","0","0","Change trigger from Incident Provider to Alert Product Name","Forward to external SOAR"
"check","law-dev","","","Automation","WARNING","0","0","0","Change trigger from Incident Title to Analytics Rule Name","Auto-tag phishing incidents"
"check","law-dev","","","Automation","WARNING","0","0","0","Change trigger from Incident Provider to Alert Product Name","Add watchlist entity enrichment"
"check","law-dev","","","Automation","WARNING","0","0","0","Uses Description field as condition. Field removed from SecurityIncident after onboarding","Tag incidents from cloud apps"
"check","law-dev","","","Automation","WARNING","0","0","0","Triggered by Fusion incidents. Fusion will be disabled after onboarding","Run playbook on endpoint alerts"
"check","law-dev","","","Automation","WARNING","0","0","0","Change trigger from Incident Title to Analytics Rule Name","Escalate unresolved after 4 hours"
"score","law-dev","","","Automation","","2","10","20","",""
"score","law-dev","","","Final","","108","155","69.68","",""
"env","law-soc-apac","rg-sentinel-soc-apac","d4e5f6a7-b8c9-0123-defa-234567890123","","","0","0","0","",""
"check","law-soc-apac","","","Defender Data","WARNING","0","0","0","The table DeviceInfo has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-soc-apac","","","Defender Data","OK","0","0","0","The table DeviceNetworkInfo has a retention of 180 days - need to be stored in Sentinel for more retention",""
"check","law-soc-apac","","","Defender Data","OK","0","0","0","The table DeviceProcessEvents has a retention of 180 days - need to be stored in Sentinel for more retention",""
"check","law-soc-apac","","","Defender Data","OK","0","0","0","The table DeviceNetworkEvents has a retention of 90 days - need to be stored in Sentinel for more retention",""
"check","law-soc-apac","","","Defender Data","OK","0","0","0","The table DeviceFileEvents has a retention of 90 days - need to be stored in Sentinel for more retention",""
"check","law-soc-apac","","","Defender Data","OK","0","0","0","The table DeviceRegistryEvents has a retention of 180 days - need to be stored in Sentinel for more retention",""
"check","law-soc-apac","","","Defender Data","OK","0","0","0","The table DeviceLogonEvents has a retention of 365 days - need to be stored in Sentinel for more retention",""
"check","law-soc-apac","","","Defender Data","OK","0","0","0","The table DeviceImageLoadEvents has a retention of 365 days - need to be stored in Sentinel for more retention",""
"check","law-soc-apac","","","Defender Data","WARNING","0","0","0","The table DeviceEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-soc-apac","","","Defender Data","WARNING","0","0","0","The table DeviceFileCertificateInfo has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-soc-apac","","","Defender Data","OK","0","0","0","The table EmailEvents has a retention of 730 days - need to be stored in Sentinel for more retention",""
"check","law-soc-apac","","","Defender Data","OK","0","0","0","The table EmailUrlInfo has a retention of 90 days - need to be stored in Sentinel for more retention",""
"check","law-soc-apac","","","Defender Data","OK","0","0","0","The table EmailAttachmentInfo has a retention of 730 days - need to be stored in Sentinel for more retention",""
"check","law-soc-apac","","","Defender Data","WARNING","0","0","0","The table EmailPostDeliveryEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-soc-apac","","","Defender Data","OK","0","0","0","The table UrlClickEvents has a retention of 90 days - need to be stored in Sentinel for more retention",""
"check","law-soc-apac","","","Defender Data","WARNING","0","0","0","The table CloudAppEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-soc-apac","","","Defender Data","OK","0","0","0","The table IdentityLogonEvents has a retention of 365 days - need to be stored in Sentinel for more retention",""
"check","law-soc-apac","","","Defender Data","OK","0","0","0","The table IdentityQueryEvents has a retention of 365 days - need to be stored in Sentinel for more retention",""
"check","law-soc-apac","","","Defender Data","OK","0","0","0","The table IdentityDirectoryEvents has a retention of 730 days - need to be stored in Sentinel for more retention",""
"check","law-soc-apac","","","Defender Data","OK","0","0","0","The table AlertInfo has a retention of 365 days - need to be stored in Sentinel for more retention",""
"check","law-soc-apac","","","Defender Data","OK","0","0","0","The table AlertEvidence has a retention of 180 days - need to be stored in Sentinel for more retention",""
"score","law-soc-apac","","","Defender Data","","16","21","76.19","",""
"check","law-soc-apac","","","Analytics","OK","0","0","0","The Fusion engine is not enabled",""
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Unauthorized API access"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Unauthorized API access"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Unauthorized API access"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","TI indicator match on network traffic"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","TI indicator match on network traffic"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","TI indicator match on network traffic"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","SQL injection attempt"
"check","law-soc-apac","","","Analytics","WARNING","0","0","0","Incident reopening enabled. Not supported in Defender portal - new incidents are created instead","SQL injection attempt"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","SQL injection attempt"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Ransomware behavior pattern"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Ransomware behavior pattern"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Ransomware behavior pattern"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Kubernetes privilege escalation"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Kubernetes privilege escalation"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Kubernetes privilege escalation"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Anomalous sign-in activity"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Anomalous sign-in activity"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Anomalous sign-in activity"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Azure AD role assignment change"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Azure AD role assignment change"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Azure AD role assignment change"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","GitHub secret exposure detected"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","GitHub secret exposure detected"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","GitHub secret exposure detected"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Suspicious Azure resource deployment"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Suspicious Azure resource deployment"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Suspicious Azure resource deployment"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Service principal key credential added"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Service principal key credential added"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Service principal key credential added"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Tor exit node communication"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Tor exit node communication"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Tor exit node communication"
"check","law-soc-apac","","","Analytics","INFORMATIONAL","0","0","0","Rule is disabled. It will remain disabled after onboarding","Mass file download by single user"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Mass file download by single user"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Mass file download by single user"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Mass file download by single user"
"check","law-soc-apac","","","Analytics","INFORMATIONAL","0","0","0","Rule is disabled. It will remain disabled after onboarding","Cryptomining activity detected"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Cryptomining activity detected"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Cryptomining activity detected"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Cryptomining activity detected"
"check","law-soc-apac","","","Analytics","WARNING","0","0","0","Doesn't generate incidents. Alerts aren't visible in the Defender portal - they appear in SecurityAlerts table in Advanced Hunting","Logic App connector abuse"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Logic App connector abuse"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Logic App connector abuse"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Registry modification by unusual process"
"check","law-soc-apac","","","Analytics","WARNING","0","0","0","Incident reopening enabled. Not supported in Defender portal - new incidents are created instead","Registry modification by unusual process"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Registry modification by unusual process"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Network port scanning activity"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Network port scanning activity"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Network port scanning activity"
"check","law-soc-apac","","","Analytics","INFORMATIONAL","0","0","0","Rule is disabled. It will remain disabled after onboarding","Impossible travel activity"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Impossible travel activity"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Impossible travel activity"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Impossible travel activity"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Unusual VM deployment pattern"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Unusual VM deployment pattern"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Unusual VM deployment pattern"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Azure Firewall rule modification"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Azure Firewall rule modification"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Azure Firewall rule modification"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Storage account public access enabled"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Storage account public access enabled"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Storage account public access enabled"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Sentinel rule tampering detected"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Sentinel rule tampering detected"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Sentinel rule tampering detected"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Azure Key Vault secret accessed"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Azure Key Vault secret accessed"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Azure Key Vault secret accessed"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Insider threat - bulk data access"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Insider threat - bulk data access"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Insider threat - bulk data access"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Identity protection risk event"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Identity protection risk event"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Identity protection risk event"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Zero-day exploit attempt"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Zero-day exploit attempt"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Zero-day exploit attempt"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Azure DevOps pipeline tampering"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Azure DevOps pipeline tampering"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Azure DevOps pipeline tampering"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Brute force attack on Azure AD"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Brute force attack on Azure AD"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Brute force attack on Azure AD"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Web shell detected on server"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Web shell detected on server"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Web shell detected on server"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Cloud app consent phishing"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Cloud app consent phishing"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Cloud app consent phishing"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Privilege escalation via service account"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Privilege escalation via service account"
"check","law-soc-apac","","","Analytics","WARNING","0","0","0","Alert grouping enabled. After onboarding, Defender XDR engine fully controls grouping and merging","Privilege escalation via service account"
"check","law-soc-apac","","","Analytics","WARNING","0","0","0","Doesn't generate incidents. Alerts aren't visible in the Defender portal - they appear in SecurityAlerts table in Advanced Hunting","Data exfiltration to external storage"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Data exfiltration to external storage"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Data exfiltration to external storage"
"check","law-soc-apac","","","Analytics","INFORMATIONAL","0","0","0","Rule is disabled. It will remain disabled after onboarding","Suspicious login from anonymous IP"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Suspicious login from anonymous IP"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Suspicious login from anonymous IP"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Suspicious login from anonymous IP"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","SharePoint mass file deletion"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","SharePoint mass file deletion"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","SharePoint mass file deletion"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Conditional Access policy modification"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Conditional Access policy modification"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Conditional Access policy modification"
"check","law-soc-apac","","","Analytics","INFORMATIONAL","0","0","0","Rule is disabled. It will remain disabled after onboarding","Network security group rule change"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Network security group rule change"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Network security group rule change"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Network security group rule change"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Phishing email received by executive"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Phishing email received by executive"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Phishing email received by executive"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Unusual database query volume"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Unusual database query volume"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Unusual database query volume"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Power Platform DLP violation"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Power Platform DLP violation"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Power Platform DLP violation"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Device compliance policy violation"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Device compliance policy violation"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Device compliance policy violation"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Suspicious PowerShell execution"
"check","law-soc-apac","","","Analytics","WARNING","0","0","0","Incident reopening enabled. Not supported in Defender portal - new incidents are created instead","Suspicious PowerShell execution"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Suspicious PowerShell execution"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Teams external sharing anomaly"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Teams external sharing anomaly"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Teams external sharing anomaly"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Container escape attempt"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Container escape attempt"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Container escape attempt"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","API Management suspicious usage"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","API Management suspicious usage"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","API Management suspicious usage"
"check","law-soc-apac","","","Analytics","WARNING","0","0","0","Microsoft incident creation rule - will be deactivated after onboarding","API Management suspicious usage"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Guest user added to sensitive group"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Guest user added to sensitive group"
"check","law-soc-apac","","","Analytics","WARNING","0","0","0","Alert grouping enabled. After onboarding, Defender XDR engine fully controls grouping and merging","Guest user added to sensitive group"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","DNS tunneling detected"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","DNS tunneling detected"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","DNS tunneling detected"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Suspicious OAuth application"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Suspicious OAuth application"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Suspicious OAuth application"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Compromised account activity"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Compromised account activity"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Compromised account activity"
"check","law-soc-apac","","","Analytics","OK","0","0","0","Alert visibility configured correctly","Scheduled task creation for persistence"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No incident reopening","Scheduled task creation for persistence"
"check","law-soc-apac","","","Analytics","OK","0","0","0","No custom alert grouping","Scheduled task creation for persistence"
"score","law-soc-apac","","","Analytics","","138","146","94.52","",""
"check","law-soc-apac","","","Automation","OK","0","0","0","Configured correctly","Forward to external SOAR"
"check","law-soc-apac","","","Automation","OK","0","0","0","Configured correctly","Suppress known false positives"
"check","law-soc-apac","","","Automation","OK","0","0","0","Configured correctly","Notify compliance team"
"check","law-soc-apac","","","Automation","OK","0","0","0","Configured correctly","Add affected assets tag"
"check","law-soc-apac","","","Automation","OK","0","0","0","Configured correctly","Close benign true positive"
"check","law-soc-apac","","","Automation","OK","0","0","0","Configured correctly","Enrich with threat intelligence"
"check","law-soc-apac","","","Automation","OK","0","0","0","Configured correctly","Auto-classify informational alerts"
"check","law-soc-apac","","","Automation","OK","0","0","0","Configured correctly","Auto-assign severity to identity alerts"
"check","law-soc-apac","","","Automation","OK","0","0","0","Configured correctly","Route critical incidents to Tier 3"
"check","law-soc-apac","","","Automation","OK","0","0","0","Configured correctly","Assign to regional SOC"
"check","law-soc-apac","","","Automation","WARNING","0","0","0","Uses Description field as condition. Field removed from SecurityIncident after onboarding","Close duplicate alerts"
"check","law-soc-apac","","","Automation","WARNING","0","0","0","Change trigger from Incident Title to Analytics Rule Name","Auto-close test environment alerts"
"check","law-soc-apac","","","Automation","WARNING","0","0","0","Uses Description field as condition. Field removed from SecurityIncident after onboarding","Notify SOC lead on P1 incidents"
"check","law-soc-apac","","","Automation","WARNING","0","0","0","Uses alert trigger. After onboarding, alert triggers act only on Sentinel alerts","Escalate unresolved after 4 hours"
"score","law-soc-apac","","","Automation","","10","14","71.43","",""
"score","law-soc-apac","","","Final","","164","181","90.61","",""
"env","law-test-lab","rg-sentinel-test-lab","e5f6a7b8-c9d0-1234-efab-345678901234","","","0","0","0","",""
"check","law-test-lab","","","Defender Data","WARNING","0","0","0","The table DeviceInfo has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-test-lab","","","Defender Data","WARNING","0","0","0","The table DeviceNetworkInfo has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-test-lab","","","Defender Data","WARNING","0","0","0","The table DeviceProcessEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-test-lab","","","Defender Data","WARNING","0","0","0","The table DeviceNetworkEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-test-lab","","","Defender Data","WARNING","0","0","0","The table DeviceFileEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-test-lab","","","Defender Data","WARNING","0","0","0","The table DeviceRegistryEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-test-lab","","","Defender Data","WARNING","0","0","0","The table DeviceLogonEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-test-lab","","","Defender Data","WARNING","0","0","0","The table DeviceImageLoadEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-test-lab","","","Defender Data","WARNING","0","0","0","The table DeviceEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-test-lab","","","Defender Data","WARNING","0","0","0","The table DeviceFileCertificateInfo has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-test-lab","","","Defender Data","WARNING","0","0","0","The table EmailEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-test-lab","","","Defender Data","WARNING","0","0","0","The table EmailUrlInfo has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-test-lab","","","Defender Data","WARNING","0","0","0","The table EmailAttachmentInfo has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-test-lab","","","Defender Data","WARNING","0","0","0","The table EmailPostDeliveryEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-test-lab","","","Defender Data","WARNING","0","0","0","The table UrlClickEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-test-lab","","","Defender Data","WARNING","0","0","0","The table CloudAppEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-test-lab","","","Defender Data","WARNING","0","0","0","The table IdentityLogonEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-test-lab","","","Defender Data","WARNING","0","0","0","The table IdentityQueryEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-test-lab","","","Defender Data","WARNING","0","0","0","The table IdentityDirectoryEvents has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-test-lab","","","Defender Data","WARNING","0","0","0","The table AlertInfo has a retention of 30 days - no need to ingest this data in Sentinel",""
"check","law-test-lab","","","Defender Data","WARNING","0","0","0","The table AlertEvidence has a retention of 30 days - no need to ingest this data in Sentinel",""
"score","law-test-lab","","","Defender Data","","0","21","0","",""
